example address,earliest block,latest block,gas used,code length,code chunks,push bytes,PUSH1 zeros,jumpdests,invalid jumpdests,scheme f11,scheme f10,scheme f9,scheme f8
0x016bf078abcacb987f0589a6d3beadd4316922b0,10908839,19759603,17608046264,2317,73,58.87%,1.64%,3.45%,0.13%,6,5,6,5
0x7effd7b47bfd17e52fb7559d3f924201b9dbff3d,16383515,19759708,17604008486,13783,431,57.33%,1.36%,2.42%,0.04%,10,9,8,7
0xb011e4eb4111ef00b620a5ed195836dcd69db1ff,12883957,19759705,17584634734,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x1b47a665364bc15c28b05f449b53354d0ceff72f,18549887,19759709,17573219657,9739,305,50.43%,1.49%,2.78%,0.08%,11,12,12,11
0xeead394a017b8428e2d5a976a054f303f78f3c0c,11815788,15558260,17572353127,21511,673,36.42%,2.44%,3.09%,0.03%,14,13,12,11
0x4b9ca5607f1ff8019c1c6a3c2f0cc8de622d5b82,6836054,17433458,17546598021,5019,157,40.13%,2.15%,2.95%,0.06%,7,7,6,6
0x00000000007767d79f9f4aa1ff0d71b8e2e4a231,17923475,19378967,17530478910,21016,657,56.86%,0.88%,3.37%,0.04%,18,18,17,16
0x9234f83473c03be04358afc3497d6293b2203288,19467761,19758873,17424758540,3293,103,55.78%,1.82%,3.25%,0.09%,6,5,5,4
0x0003edd8ca6e1d9a5242e5c0490021af6dcb5030,12749924,19759674,17401869772,252,8,54.76%,1.98%,2.38%,0,0,0,0,0
0x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,13486021,19758256,17317111461,18408,576,31.83%,2.61%,3.47%,0.03%,10,9,8,8
0x4459b42d034330ecc1e4d604c0a5c855b857df2c,6044460,15071939,17307911296,6263,196,34.20%,2.62%,3.53%,0.02%,2,2,2,2
0x2b501381c6d6aff9238526352b1c7560aa35a7c5,16168419,19759685,17266294554,4907,154,40.21%,1.57%,2.30%,0,0,0,0,0
0x82c427adfdf2d245ec51d8046b41c4ee87f0d29c,13982502,19758444,17072967717,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x98409d8ca9629fbe01ab1b914ebf304175e384c8,12387091,19759666,17056365199,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x2a9d2ba41aba912316d16742f259412b681898db,15712267,19759324,17056303431,22142,692,33.21%,1.43%,2.96%,0.05%,22,20,21,20
0x331399c614ca67dee86733e5a2fba40dbb16827c,19117504,19759709,16986959475,22142,692,33.21%,1.43%,2.96%,0.08%,33,32,34,32
0x653430560be843c4a3d143d0110e896c2ab8ac0d,4762919,19719399,16952242129,2087,66,33.40%,2.30%,3.40%,0.19%,5,5,5,5
0x6d010c43d4e96d74c422f2e27370af48711b49bf,17069899,19759361,16872901435,20881,653,42.55%,1.42%,2.87%,0.02%,11,10,9,8
0xef0881ec094552b2e128cf945ef17a6752b4ec5d,12453583,19753975,16864170997,15301,479,52.27%,1.53%,3.08%,0.02%,7,7,6,6
0x04f2694c8fcee23e8fd0dfea1d4f5bb8c352111f,12633820,19758379,16851150525,11620,364,54.10%,1.75%,1.79%,0.15%,20,19,20,17
0x000182adcd6a46c9f546385b104e161a542333fe,12334812,19759609,16794240632,319,10,58.31%,2.82%,1.88%,0,0,0,0,0
0x27b4bc90fbe56f02ef50f2e2f79d7813aa8941a7,10939529,19747155,16762203106,9463,296,34.53%,1.48%,2.88%,0.04%,7,7,6,5
0xe991247b78f937d7b69cfc00f1a487a293557677,5926311,19757408,16749224607,663,21,48.87%,2.56%,2.87%,0,0,0,0,0
0x6adb2e268de2aa1abf6578e4a8119b960e02928f,13870699,19759272,16742670170,15297,479,37.71%,2.30%,3.45%,0.11%,28,25,29,26
0xf3e778f839934fc819cfa1040aabacecba01e049,9433008,19754551,16739007698,24575,768,29.75%,2.18%,3.19%,0.07%,28,25,23,20
0x8290333cef9e6d528dd5618fb97a76f268f3edd4,7246759,19759689,16711494245,5479,172,55.90%,1.86%,1.44%,0.18%,13,12,12,10
0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,10953735,19759643,16694693726,6726,211,54.61%,1.96%,1.87%,0.16%,17,15,14,13
0xab8e74017a8cc7c15ffccd726603790d26d7deca,11937821,19758419,16674868659,7396,232,51.99%,1.27%,3.70%,0.08%,11,12,12,10
0x844eb5c280f38c7462316aad3f338ef9bda62668,18568160,19759668,16653249960,22142,692,33.21%,1.43%,2.96%,0.05%,22,20,21,20
0x00f325aaf28ff750cd6693d8a492570a44936d37,15987179,19752083,16636810470,45,2,46.67%,0,2.22%,0,0,0,0,0
0x7b0fce54574d9746414d11367f54c9ab94e53dca,12749924,19759674,16606936203,14065,440,45.06%,2.03%,3.24%,0.12%,25,24,22,21
0x7542565191d074ce84fbfa92cae13acb84788ca9,16999267,19759703,16590898519,3507,110,54.09%,1.51%,4.13%,0.14%,9,9,9,8
0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc,18095292,19759705,16580851860,17173,537,53.51%,1.71%,2.98%,0.10%,29,34,34,31
0xc14d550632db8592d1243edc8b95b0ad06703867,15373893,19759349,16574095137,23773,743,53.97%,1.59%,2.51%,0.08%,29,29,29,27
0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb,12375644,19759693,16534043275,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x40c84310ef15b0c0e5c69d25138e0e16e8000fe9,9773174,13911970,16522332910,9144,286,36.78%,1.96%,2.17%,0.04%,7,7,7,6
0x6c415673c79b31aca38669ad9fb5cdb7012c0e8e,14416817,19759635,16457508732,2118,67,44.71%,1.56%,4.20%,0.33%,10,10,9,8
0x3597bfd533a99c9aa083587b074434e61eb0a258,4010964,19759693,16451219903,6023,189,31.89%,1.03%,3.95%,0.10%,7,7,6,7
0xdce93ed9ae7c53143e19cf799d156b72d1cc2777,17197501,19758543,16419907237,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x365796abdec8b93963e76e4107417e71c46b22a0,11752820,19574051,16391755524,22811,713,43.15%,1.34%,2.07%,0.04%,20,18,17,17
0x00cb59f20a7e0b46ce3a9d0ad83a69ed43d55dcc,12035648,19759138,16373847366,13963,437,39.17%,1.73%,4.09%,0.27%,44,49,49,48
0x24ee2c6b9597f035088cda8575e9d5e15a84b9df,12377503,19758860,16371590933,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,13790734,19759537,16357822463,8801,276,39.53%,1.81%,3.82%,0.10%,13,14,14,12
0xaf52695e1bb01a16d33d7194c28c42b10e0dbec2,14932265,19758518,16354608728,9215,288,35.27%,1.82%,2.66%,0.01%,2,2,3,2
0xd34e4855146ac0c6d0e4a652bd5fb54830f91ba8,12688091,16224556,16348881571,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x3666f603cc164936c1b87e207f36beba4ac5f18a,12650107,19758935,16342101491,19299,604,54.67%,1.27%,2.96%,0.04%,17,15,15,13
0x824a30f2984f9013f2c8d0a29c0a3cc5fd5c0673,16629169,19759571,16338294352,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x090185f2135308bad17527004364ebcc2d37e5f6,12514475,19759684,16243788475,5427,170,57.73%,0.66%,1.82%,0.13%,9,8,7,7
0x60744434d6339a6b27d73d9eda62b6f66a0a04fa,14787527,19759447,16217268228,6740,211,55.83%,1.53%,1.68%,0.03%,3,4,5,4
0xa06591252908576a0f64a8560ec0c8051782377c,17844096,19758435,16216417643,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x556b9306565093c855aea9ae92a594704c2cd59e,16945177,19759690,16170241980,22845,714,37.59%,2.04%,2.92%,0.10%,40,40,41,41
0xa0246c9032bc3a600820415ae600c6388619a14d,10770198,19759271,16167989348,4746,149,38.81%,1.31%,2.93%,0.11%,7,7,7,6
0xceec7aaa57e3a77c73a9954b9b7d5b32ab688318,6823153,7985813,16133911325,9415,295,47.47%,1.64%,1.53%,0.01%,2,2,3,2
0x14fee680690900ba0cccfc76ad70fd1b95d10e16,17721854,19759696,16114411727,15612,488,37.32%,1.83%,3.25%,0.09%,25,24,25,23
0xa57b8d98dae62b26ec3bcc4a365338157060b234,16176288,19759562,16099786865,21256,665,35.50%,1.78%,2.42%,0.06%,27,24,25,23
0x6f259637dcd74c767781e37bc6133cd6a68aa161,5005371,19759605,15964968435,1425,45,35.72%,1.75%,3.02%,0.21%,3,4,4,3
0x9424b1412450d0f8fc2255faf6046b98213b76bd,9569113,19232453,15934327675,24407,763,38.61%,1.33%,2.47%,0.06%,24,22,20,17
0x4fee7b061c97c9c496b01dbce9cdb10c02f0a0be,10147952,19758514,15918460380,2424,76,38.99%,1.61%,2.81%,0.08%,5,4,4,4
0xe42cad6fc883877a76a26a16ed92444ab177e306,15537119,19758775,15908075911,7353,230,38.30%,1.52%,4.23%,0.19%,17,17,15,16
0x777034fef3ccbed74536ea1002faec9620deae0a,16303778,19759607,15872471498,1103,35,45.33%,2.45%,3.99%,0,0,0,0,0
0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,5003825,19758933,15848552869,2319,73,32.95%,1.98%,2.80%,0.43%,9,12,11,10
0xbd530a1c060dc600b951f16dc656e4ea451d1a2d,11395083,19737421,15833920709,16618,520,32.09%,2.26%,3.52%,0.05%,16,14,16,15
0xa389bf185b301c8e20e79e3098e71399914035df,17926728,18019089,15828103626,10902,341,49.41%,1.83%,2.75%,0.06%,10,10,9,10
0x62359ed7505efc61ff1d56fef82158ccaffa23d7,10894090,19757918,15815459274,22152,693,52.10%,1.88%,1.99%,0.04%,14,13,12,13
0xc7e5e9434f4a71e6db978bd65b4d61d3593e5f27,11123026,19279670,15810472520,23227,726,33.92%,1.75%,2.81%,0.03%,14,14,14,12
0x2a1739d7f07d40e76852ca8f0d82275aa087992f,12473298,18062023,15775734757,2769,87,53.49%,1.37%,3.39%,0.11%,6,5,6,5
0x2401c39d7ba9e283668a53fcc7b8f5fd9e716fdf,17840887,19759693,15762758157,3874,122,45.17%,1.76%,4.70%,0.05%,5,4,4,3
0x423f4e6138e475d85cf7ea071ac92097ed631eea,17844088,19759708,15710360484,4158,130,54.93%,1.15%,2.91%,0.07%,5,4,4,3
0x1bf979282181f2b7a640d17ab5d2e25125f2de5e,15893508,19758381,15648738662,657,21,38.36%,2.28%,4.72%,0,0,0,0,0
0x1bf68a9d1eaee7826b3593c20a0ca93293cb489a,11150422,19474037,15641206577,7978,250,31.95%,2.02%,3.15%,0.03%,5,4,5,4
0x1c98562a2fab5af19d8fb3291a36ac3c618835d9,12425960,19759568,15632003748,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0xfbeef911dc5821886e1dda71586d90ed28174b7d,6270616,19759321,15612327278,20475,640,32.86%,2.08%,2.97%,0.04%,14,17,16,15
0xc64350c0eab6faed8f17cc2cdff0761c53fb4152,17845222,19759653,15597441835,22142,692,33.21%,1.43%,2.96%,0.05%,22,20,21,20
0x619ad2d02dbee6eba3cdbda3f98430410e892882,13731860,19755052,15583485787,2179,69,46.86%,1.51%,4.13%,0.09%,5,4,5,4
0x8888882f8f843896699869179fb6e4f7e3b58888,14860866,19759418,15548776226,2091,66,44.76%,1.87%,4.26%,0.29%,9,8,7,6
0x09b25a19518d38bcbbe7062fa20bd7a4a7f8930d,14769123,19759680,15547634721,23877,747,42.76%,1.34%,2.06%,0.09%,39,42,40,39
0x00000000009726632680fb29d3f7a9734e3010e2,14318688,19759704,15492751780,6909,216,38.54%,2.33%,3.26%,0.06%,7,8,7,6
0x50002cdfe7ccb0c41f519c6eb0653158d11cd907,15778985,19759656,15478024046,18979,594,42.87%,1.89%,3.32%,0.06%,21,19,20,19
0xff252725f6122a92551a5fa9a6b6bf10eb0be035,9967383,19758695,15455032562,3183,100,38.27%,3.33%,5.15%,0.09%,6,5,5,4
0x729d19f657bd0614b4985cf1d82531c67569197b,3684425,19101197,15446774745,4095,128,31.16%,1.59%,4.79%,0.05%,3,3,4,4
0xbd4765210d4167ce2a5b87280d9e8ee316d5ec7c,11471171,18572063,15428677577,10846,339,28.25%,2.41%,2.70%,0.03%,7,7,6,6
0x00280b1ae8ae99fb4a583ed2f72ff1a0e7d36925,15920525,19752941,15420185467,45,2,46.67%,0,2.22%,0,0,0,0,0
0xd12bcdfb9a39be79da3bdf02557efdcd5ca59e77,14004967,19536366,15325224678,19007,594,45.45%,1.70%,3.19%,0.06%,24,28,25,22
0x094d12e5b541784701fd8d65f11fc0598fbc6332,11147353,19749242,15245546526,6228,195,37.91%,4.82%,3.69%,0.06%,9,10,9,8
0xdd69db25f6d620a7bad3023c5d32761d353d3de9,16545041,19758137,15221274371,13209,413,36.78%,2.11%,3.74%,0.07%,14,13,12,12
0x75228dce4d82566d93068a8d5d49435216551599,5926232,19757408,15199793804,15499,485,34.07%,2.41%,2.43%,0.05%,18,18,16,14
0xa693b19d2931d498c5b318df961919bb4aee87a5,13408086,19759668,15189478986,831,26,38.51%,2.29%,4.33%,0,0,0,0,0
0xeffc18fc3b7eb8e676dac549e0c693ad50d1ce31,15485240,19740570,15180828722,9887,309,48.21%,2.49%,4.47%,0.02%,3,3,3,2
0x0c17e776cd218252adfca8d4e761d3fe757e9778,15217574,18827658,15158046725,17944,561,33.97%,2.12%,2.59%,0.03%,13,12,11,10
0x4507cef57c46789ef8d1a19ea45f4216bae2b528,18433991,19759701,15090431226,8617,270,44.91%,1.61%,2.66%,0.06%,7,7,6,6
0x2ec5d566bd104e01790b13de33fd51876d57c495,8878676,13907548,14993937733,10815,338,29.42%,2.98%,3.03%,0.01%,3,3,3,2
0x88f6ed8fb519612a03730e4b5a5c1581a7d0c305,14806440,14879789,14971633600,24100,754,27.67%,2.06%,3.56%,0.12%,49,44,43,45
0x01ec4acc511ef56f865a8659a1efbb89672cbe97,15176628,19746970,14966997975,45,2,46.67%,0,2.22%,0,0,0,0,0
0x25f8087ead173b73d6e8b84329989a8eea16cf73,12903161,19759659,14964485228,2546,80,35.23%,1.37%,2.83%,0.16%,6,5,6,5
0x00282fd551d03dc033256c4bf119532e8c735d8a,17124867,19759601,14915291488,3020,95,40.30%,1.49%,3.58%,0.13%,6,5,5,5
0x3e9bc21c9b189c09df3ef1b824798658d5011937,10873732,19759206,14880023195,8179,256,45.52%,2.15%,2.13%,0,0,0,0,0
0x1530df3e1c69501d4ecb7e58eb045b90de158873,5103737,18263843,14858858036,8878,278,50.74%,2.38%,2.34%,0.03%,5,4,4,3
0x72a19342e8f1838460ebfccef09f6585e32db86e,14320654,19759587,14845249062,19602,613,36.23%,1.65%,3.59%,0.10%,31,32,34,32
0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,6436159,19759700,14830641352,6702,210,39.69%,1.91%,2.85%,0.21%,18,17,17,17
0x1a7a7b4c60fdf87be5b57b6160d9388950e2db9d,12458087,19758835,14802308346,6875,215,36.12%,1.73%,3.80%,0.01%,3,3,3,2
0xfca59cd816ab1ead66534d82bc21e7515ce441cf,10457324,19759605,14802059162,4640,145,40.22%,1.25%,2.76%,0.13%,10,9,8,9
0xdbdb4d16eda451d0503b854cf79d55697f90c8df,11937363,19759639,14800060737,5732,180,54.78%,1.27%,3.28%,0.07%,6,7,6,5
0x8bd3d1472a656e312e94fb1bbdd599b8c51d18e3,14278406,19756317,14757303717,14332,448,38.69%,1.99%,3.17%,0.07%,18,18,17,16
0xd4df22556e07148e591b4c7b4f555a17188cf5cf,16210491,19730366,14736134071,7360,230,37.69%,1.98%,3.97%,0.35%,36,35,36,40
0xdc349913d53b446485e98b76800b6254f43df695,12432558,19759157,14735176256,13784,431,55.57%,2.00%,1.94%,0.04%,7,7,6,6
0x8252df1d8b29057d1afe3062bf5a64d503152bc8,15747080,19745855,14639729648,19344,605,36.72%,1.50%,2.93%,0.11%,38,38,39,39
0xa2c122be93b0074270ebee7f6b7292c7deb45047,9421677,19729123,14624904560,1213,38,34.30%,2.31%,3.05%,0,0,0,0,0
0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,11143937,19759532,14586943765,24528,767,32.94%,1.86%,2.56%,0.12%,50,47,43,42
0x64192819ac13ef72bf6b5ae239ac672b43a9af08,15037336,19759688,14557299625,2608,82,46.74%,1.96%,3.95%,0.08%,5,5,5,4
0xc3503192343eae4b435e4a1211c5d28bf6f6a696,14011869,19218177,14498353251,11710,366,34.28%,1.96%,3.59%,0.08%,17,17,15,15
0x87e738a3d5e5345d6212d8982205a564289e6324,14113746,19735380,14492625650,10964,343,45.05%,1.92%,3.27%,0.10%,17,18,20,17
0xcffdcb12b74be900e2020b9d96d256f1fea96342,10880657,18389556,14489874332,12777,400,33.32%,2.19%,2.75%,0.03%,7,7,7,7
0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5,4265276,19755681,14480592068,3032,95,36.21%,1.88%,4.39%,0.13%,6,5,5,5
0xcf5540fffcdc3d510b18bfca6d2b9987b0772559,17682065,19759674,14470788734,14721,461,31.95%,1.91%,3.88%,0.03%,10,9,8,8
0x1ec6b294902d42fee964d29fa962e5976e71e67d,12827249,16608009,14462693435,17077,534,30.10%,2.07%,3.84%,0.05%,14,15,14,12
0x1b81d678ffb9c0263b24a97847620c99d213eb14,17144408,19759690,14460936416,12154,380,47.86%,1.55%,3.14%,0.02%,6,5,5,4
0x7e789e2dd1340971de0a9bca35b14ac0939aa330,7781012,19698719,14444994505,6940,217,32.13%,2.07%,3.44%,0.09%,10,9,9,8
0x86cd9cd0992f04231751e3761de45cecea5d1801,6784965,19663385,14389744187,6161,193,33.27%,2.74%,3.10%,0.13%,14,13,13,15
0x16b70f44719b227278a2dc1122e8106cc929ecd1,12795181,19758712,14302856036,22142,692,33.21%,1.43%,2.96%,0.08%,33,32,33,32
0x890f4e345b1daed0367a877a1612f86a1f86985f,11466594,19751812,14271493800,22886,716,37.38%,3.50%,3.34%,0.03%,16,14,13,12
0x2f08119c6f07c006695e079aafc638b8789faf18,10650214,19756982,14244570746,12304,385,53.46%,1.39%,2.10%,0.07%,13,14,13,12
0x19c0976f590d67707e62397c87829d896dc0f1f1,8928160,19759363,14241720901,4674,147,50.04%,2.29%,2.05%,0,0,0,0,0
0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9,13891849,19757375,14216101402,7832,245,57.64%,0.97%,3.13%,0.05%,5,4,4,4
0x65c79fcb50ca1594b025960e539ed7a9a6d434a3,8928152,19759651,14191074854,4245,133,52.74%,1.91%,1.86%,0.02%,2,3,3,2
0x607f4c5bb672230e8672085532f7e901544a7375,3557299,19759699,14190794857,3086,97,27.61%,0.97%,3.63%,0.13%,6,5,5,5
0x59828fdf7ee634aaad3f58b19fdba3b03e2d9d80,13718679,19756724,14163510735,519,17,62.43%,1.73%,1.54%,0,0,0,0,0
0x0efb068354c10c070ddd64a0e8eaf8f054df7e26,10104481,17516468,14135664695,453,15,34.00%,3.09%,2.65%,0.22%,2,2,2,1
0x8f8221afbb33998d8584a2b05749ba73c37a938a,4345153,19759480,14097306367,3804,119,34.02%,1.76%,4.07%,0.29%,13,14,13,13
0x09fe5f0236f0ea5d930197dce254d77b04128075,7869879,19758364,14076671965,9229,289,53.20%,2.26%,1.98%,0.17%,18,22,22,19
0x0122ac53d5818efa18bbfb24d8e7daab2c8f4550,10819145,19759485,14067851429,14033,439,38.60%,1.63%,4.02%,0.19%,38,40,41,39
0xd69b189020ef614796578afe4d10378c5e7e1138,11513120,15809932,14065980410,17128,536,42.85%,1.67%,3.05%,0.04%,16,15,15,14
0xa81011ae274ef6debd3bdab634102c7b6c2c452d,13778234,19756094,14058503217,3235,102,37.56%,2.19%,4.02%,0.06%,5,5,5,4
0x8ba40da60f0827d027f029acee62609f0527a255,19612242,19759659,14043934192,23592,738,42.52%,1.58%,2.90%,0.23%,76,74,76,80
0xb3e5371d55e1e84bffe7d0b57bd9c6a4c6b3c635,12273022,15197087,14008702514,7763,243,31.26%,1.88%,4.32%,0.04%,7,7,7,6
0x8d8812b72d1e4ffcec158d25f56748b7d67c1e78,5537914,7670940,14007556669,11174,350,29.00%,2.09%,3.66%,0.02%,5,4,4,3
0x00a0be1bbc0c99898df7e6524bf16e893c1e3bb9,17791853,19759693,14006317155,3394,107,34.89%,2.59%,4.27%,0.09%,6,5,5,4
0x1cc9cf5586522c6f483e84a19c3c2b0b6d027bf0,15432447,17073628,13998217801,4549,143,50.74%,1.78%,2.04%,0,0,0,0,0
0x15e6e0d4ebeac120f9a97e71faa6a0235b85ed12,18520688,19759704,13971528932,3014,95,36.10%,1.96%,3.52%,0.30%,9,10,11,10
0x736d7e3c5a6cb2ce3b764300140abf476f6cfccf,11967878,19759111,13915020287,5084,159,38.87%,1.46%,3.17%,0.04%,6,5,5,4
0x52ae12abe5d8bd778bd5397f99ca900624cfadd4,6563101,19759666,13912747701,3012,95,40.54%,2.29%,3.75%,0.07%,3,3,3,3
0x00d2204458b4f1e2cc6ad0912f89716acde38a1d,14628905,19758051,13908925203,45,2,46.67%,0,2.22%,0,0,0,0,0
0xd82fa167727a4dc6d6f55830a2c47abbb4b3a0f8,16777114,19759703,13894835363,12389,388,56.04%,1.13%,2.57%,0.02%,6,5,5,6
0x5af0d9827e0c53e4799bb226655a1de152a425a5,13090021,19759580,13876841999,11410,357,33.92%,1.89%,3.26%,0.07%,13,12,11,10
0x8a90cab2b38dba80c64b7734e58ee1db38b8992e,13430180,19758279,13868688491,18385,575,50.26%,2.34%,4.69%,0.05%,16,14,14,13
0xa4fb4bfbd70ae8c81ece9e0fcceffa9953e120cb,15991352,19594909,13858917578,11112,348,37.55%,0.45%,3.77%,0.03%,9,8,7,6
0x0074cf2994247e13faf112de348737ab1d590c83,8962636,19736537,13848269965,22014,688,31.60%,2.95%,2.99%,0.06%,25,28,26,23
0xbe9895146f7af43049ca1c1ae358b0541ea49704,14133770,19759658,13835663840,1852,58,59.40%,1.35%,3.13%,0.16%,6,5,5,5
0x5564886ca2c518d1964e5fcea4f423b41db9f561,52029,19751691,13789912799,2880,90,55.07%,5.83%,2.08%,0,0,0,0,0
0xc549a5c701cb6e6cbc091007a80c089c49595468,12057266,17349888,13786064137,7572,237,59.80%,0.74%,1.82%,0.03%,3,3,3,3
0xf32e58f92e60f4b0a37a69b95d642a471365eae8,18969534,19759674,13783885353,24062,752,52.95%,0.81%,2.98%,0.07%,29,28,25,25
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,10277144,19759388,13778780409,22182,694,36.63%,3.12%,3.46%,0.01%,9,8,7,7
0xd0c155595929fd6be034c3848c00daebc6d330f6,19667122,19759654,13746986591,2188,69,43.05%,2.06%,4.25%,0.05%,2,3,3,2
0x1a1b15cf6a3ec08f355bd5cb3de729f84388913b,16976132,19759310,13672147413,18914,592,50.94%,1.85%,3.53%,0.04%,11,10,11,9
0x80466c64868e1ab14a1ddf27a676c3fcbe638fe5,12521685,19758439,13655526060,24538,767,40.17%,3.15%,3.37%,0.04%,16,15,14,14
0x1ac1a8feaaea1900c4166deeed0c11cc10669d36,16954933,19759688,13639614579,22962,718,32.94%,1.37%,2.93%,0.03%,16,15,14,12
0xec2432a227440139ddf1044c3fea7ae03203933e,18602523,19759580,13614080662,833,27,49.34%,1.92%,3.84%,0,0,0,0,0
0x7420b4b9a0110cdc71fb720908340c03f9bc03ec,9164392,19759707,13603740454,4320,135,50.69%,1.50%,2.04%,0.07%,5,4,4,3
0xe7d3982e214f9dfd53d23a7f72851a7044072250,16693857,19735893,13588314211,20229,633,38.87%,1.63%,3.03%,0.07%,20,18,17,16
0x006aad228d44655c4c97cdda600f2d56e99569b9,14474311,19759341,13583581590,45,2,46.67%,0,2.22%,2.22%,2,2,2,1
0x08380a4999be1a958e2abba07968d703c7a3027c,13536514,19757878,13573612728,11330,355,45.35%,1.59%,1.42%,0.10%,16,14,13,13
0xbd3531da5cf5857e7cfaa92426877b022e612cf8,12876278,19759531,13534798734,18878,590,50.05%,2.36%,4.78%,0.05%,18,17,18,17
0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,10570351,19758512,13522773660,7907,248,41.65%,1.24%,2.90%,0.11%,14,13,15,15
0x851cc731ce1613ae4fd8ec7f61f4b350f9ce1020,7173593,9771839,13522009526,6271,196,43.10%,2.01%,2.09%,0.10%,10,9,11,10
0xc45a81bc23a64ea556ab4cdf08a86b61cdceea8b,18447210,19759685,13510481903,22142,692,33.21%,1.43%,2.96%,0.05%,22,20,21,20
0xba30e5f9bb24caa003e9f2f0497ad287fdf95623,12660719,19759656,13487733699,19695,616,52.03%,2.27%,4.30%,0.04%,9,10,12,10
0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,9736971,19759388,13486924666,2428,76,42.46%,1.89%,3.54%,0.04%,3,3,3,2
0x8ce9137d39326ad0cd6491fb5cc0cba0e089b6a9,8363272,19758772,13484508492,8576,268,53.70%,2.20%,1.84%,0.13%,17,17,15,16
0x01fe650ef2f8e2982295489ae6adc1413bf6011f,12931794,19759510,13460432042,45,2,46.67%,0,2.22%,0,0,0,0,0
0x3b8ca519122cdd8efb272b0d3085453404b25bd0,14474311,19759341,13456887432,11454,358,41.78%,1.31%,1.52%,0.14%,16,18,18,18
0xae78736cd615f374d3085123a210448e74fc6393,13337653,19759682,13435654909,8800,275,49.16%,1.60%,2.53%,0.05%,6,5,5,4
0x1344a36a1b56144c3bc62e7757377d288fde0369,13492599,19750183,13408538721,841,27,37.46%,1.78%,4.04%,0,0,0,0,0
0x57891966931eb4bb6fb81430e6ce0a03aabde063,16626466,19759680,13398559457,2096,66,44.42%,1.91%,4.39%,0.33%,10,10,9,8
0x002bb8de1ca9ff509ff89b22b2559d170ad1dbdc,16844200,19758865,13398237406,231,8,64.07%,0.87%,0.87%,0.87%,3,3,3,3
0x0f51bb10119727a7e5ea3538074fb341f56b09ad,11764276,19759630,13379634255,4384,137,40.10%,1.44%,2.85%,0.09%,6,5,5,5
0x7baece5d47f1bc5e1953fbe0e9931d54dab6d810,17168073,19758998,13370642827,22142,692,33.21%,1.43%,2.96%,0.05%,22,20,21,20
0x374cb8c27130e2c9e04f44303f3c8351b9de61c1,11373800,19758612,13365102655,19496,610,55.11%,1.84%,1.98%,0.04%,13,12,12,12
0xb4e7b8946fa2b35912cc0581772cccd69a33000c,15402351,19759593,13311015942,12194,382,47.88%,2.54%,4.90%,0.03%,10,9,8,8
0x8b4d8443a0229349a9892d4f7cbe89ef5f843f72,12736201,19758174,13283950548,13306,416,38.87%,1.56%,3.50%,0.14%,28,28,25,25
0x26607ac599266b21d13c7acf7942c7701a8b699c,11362368,19757895,13265194282,22793,713,31.89%,1.67%,3.22%,0.04%,18,17,15,13
0x18aaa7115705e8be94bffebde57af9bfc265b998,11103281,19759681,13256909431,1069,34,43.12%,1.96%,3.46%,0.09%,2,3,3,2
0x2a88696e0ffa76baa1338f2c74497cc013495922,10168395,19755858,13234700414,1748,55,35.13%,2.29%,4.23%,0.23%,5,4,4,4
0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7,12451021,19759621,13193646434,3762,118,37.61%,1.22%,2.74%,0.08%,5,4,4,3
0x8007aa43792a392b221dc091bdb2191e5ff626d1,9004140,11628194,13166539746,7131,223,34.95%,2.57%,2.85%,0.03%,6,5,5,4
0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,12735411,19759645,13124625639,2316,73,40.80%,1.30%,3.58%,0.13%,5,4,4,3
0xa696a63cc78dffa1a63e9e50587c197387ff6c7e,12186024,19758883,13089780808,21547,674,39.70%,2.91%,2.95%,0.12%,36,35,34,34
0xb12494c8824fc069757f47d177e666c571cd49ae,13681665,19750174,13077273238,13324,417,51.11%,2.58%,3.85%,0.06%,11,12,11,11
