example address,earliest block,latest block,gas used,code length,code chunks,push bytes,PUSH1 zeros,jumpdests,invalid jumpdests,scheme f11,scheme f10,scheme f9,scheme f8
0x7c74dfe39976dc395529c14e54a597809980e01c,15982258,19759558,49525566943,23856,746,51.73%,1.55%,2.80%,0.13%,50,49,51,47
0x00013154b142dccdca9eed000c8ed435d07efced,13993681,19759440,49376723271,45,2,46.67%,0,2.22%,0,0,0,0,0
0x4798bb87846c2d51953c406a430b9f3a70688ddd,13264266,13449514,49308501594,23726,742,27.01%,2.01%,3.57%,0.10%,38,35,33,30
0x00039fc9e54a042a0bdc85a0baf3a0274c3564dc,10156204,19759696,49090769996,11709,366,35.16%,1.96%,4.38%,0.09%,18,19,20,18
0x1bd435f3c054b6e901b7b108a0ab7617c808677b,12161488,19679103,48899830484,23087,722,45.82%,1.46%,3.37%,0.03%,11,10,11,10
0x47312450b3ac8b5b8e247a6bb6d523e7605bdb60,13480371,19757965,48857760688,6090,191,36.44%,1.61%,2.64%,0,0,0,0,0
0xdaf1695c41327b61b9b9965ac6a5843a3198cf07,18783777,19759369,48490295664,2451,77,35.50%,0,3.59%,0.29%,7,7,8,10
0x4c36d2919e407f0cc2ee3c993ccf8ac26d9ce64e,9298329,19759525,48376671648,992,31,39.92%,2.12%,4.33%,0,0,0,0,0
0xc8c10815be32536685d12ce8305425163f0c6897,17191097,19759664,48264966482,24030,751,49.19%,1.25%,3.19%,0.14%,42,42,39,37
0xe4e4003afe3765aca8149a82fc064c0b125b9e5a,13694860,19759571,48198817996,21767,681,37.47%,1.93%,3.85%,0.17%,42,42,48,44
0xf650c3d88d12db855b8bf7d11be6c55a4e07dcc9,9978761,19759705,48162993980,4744,149,29.38%,2.11%,3.75%,0.06%,6,5,6,5
0xb8563ad5af1f79dd04937be8b572318c8e6f43ac,12831579,19759668,48064057316,5034,158,32.56%,1.21%,2.38%,0.04%,5,5,5,4
0x00005ea00ac477b1030ce78506496e8c2de24bf5,15528165,19759667,47796885163,21081,659,52.98%,1.36%,2.41%,0.03%,11,12,12,10
0xe38f942db7a1b4213d6213f70c499b59287b01f1,13993653,19759440,47739930105,17540,549,44.54%,1.73%,3.35%,0.09%,27,27,26,26
0x2d3fc875de7fe7da43ad0afa0e7023c9b91d06b1,16085398,19759481,47547702128,23797,744,40.72%,1.79%,3.53%,0.17%,50,48,52,47
0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,10735448,19759683,47442086828,2949,93,50.32%,1.36%,2.34%,0.07%,5,4,4,3
0xc71a726d390bf02b4af8920c0820970310d0f367,14059489,19759531,47257127608,2124,67,44.96%,1.84%,4.19%,0.28%,9,8,7,6
0x25e821b7197b146f7713c3b89b6a4d83516b912d,17174442,19758595,46846081974,845,27,51.60%,1.89%,3.91%,0,0,0,0,0
0x0d04146b2fe5d267629a7eb341fb4388dcdbd22f,10616399,19759702,46126076676,45,2,46.67%,0,2.22%,0,0,0,0,0
0x2a46f2ffd99e19a89476e2f62270e0a35bbf0756,7346562,19754844,45838371484,16701,522,36.47%,1.99%,2.85%,0.05%,13,13,13,11
0x231b0ee14048e9dccd1d247744d114a4eb5e8e63,16925622,19759708,45792374548,12336,386,36.49%,2.19%,3.82%,0.03%,9,9,8,8
0xc944e90c64b2c07662a292be6244bdf05cda44a7,11446803,19759709,45785985033,6082,191,39.51%,1.20%,2.55%,0.23%,11,14,14,13
0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,6702119,19759699,45488248072,8144,255,46.51%,1.50%,2.53%,0.15%,16,15,15,13
0x5fb30336a8d0841cf15d452afa297cb6d10877d7,17482145,19759709,45251927407,22112,691,59.64%,1.16%,2.25%,0.05%,21,23,23,20
0x111111111117dc0aa78b770fa6a738034120c302,11512846,19759708,45099300818,7038,220,55.58%,0.91%,2.23%,0.06%,6,5,5,5
0x04abeda201850ac0124161f037efd70c74ddc74c,6914820,19756409,44878794779,4366,137,32.50%,2.66%,2.77%,0.21%,11,10,9,8
0x8d29be29923b68abfdd21e541b9374737b49cdad,9115821,19759203,44832727109,620,20,40.65%,2.42%,2.58%,0,0,0,0,0
0xd784927ff2f95ba542bfc824c8a8a98f3495f6b5,12317168,19759686,44789591897,1779,56,45.14%,2.02%,3.49%,0.06%,3,3,3,2
0x1d6dedb49af91a11b5c5f34954fd3e8cc4f03a86,14336317,19535518,44721585786,11434,358,42.20%,2.24%,3.60%,0.05%,13,14,14,12
0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,3898944,19759665,44289063585,3554,112,33.48%,1.10%,3.63%,0.08%,5,4,4,3
0x0baba1ad5be3a5c0a66e7ac838a129bf948f1ea4,11151315,19759507,44130668929,1516,48,55.67%,1.91%,3.36%,0.13%,5,4,4,4
0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,8514309,19759643,43829524608,4379,137,32.22%,2.24%,3.70%,0.23%,10,9,8,9
0xefc70a1b18c432bdc64b596838b4d138f6bc6cad,8140796,19715808,43818529124,4030,126,64.14%,1.29%,1.74%,0.10%,7,7,6,5
0xfa7093cdd9ee6932b4eb2c9e1cde7ce00b1fa4b9,14737691,19759661,43731842896,1646,52,60.69%,1.46%,2.73%,0.12%,3,4,4,4
0x4f833a24e1f95d70f028921e27040ca56e09ab0b,6271593,12373696,43438346086,22707,710,50.60%,1.33%,3.45%,0.03%,14,14,16,14
0x0004c95f9ba50a1ea11544565b71fab5dc5658c0,8575180,19328341,43392337731,373,12,28.69%,2.95%,3.22%,0,0,0,0,0
0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,18431549,19759709,43304242785,4970,156,42.82%,1.53%,3.44%,0.10%,6,8,7,7
0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,13533520,19759691,43238451317,18709,585,50.67%,2.29%,4.65%,0.06%,21,20,21,20
0x82c7a8f707110f5fbb16184a5933e9f78a34c6ab,10824714,19759239,43206126550,8930,280,31.52%,1.62%,3.17%,0.07%,6,8,8,7
0x9759a6ac90977b93b58547b4a71c78317f391a28,8928226,19759672,42900238169,2916,92,54.36%,2.13%,1.82%,0,0,0,0,0
0x3d658390460295fb963f54dc0899cfb1c30776df,7953968,19759531,42656634363,2269,71,59.28%,1.41%,3.39%,0.18%,7,7,6,6
0xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,14403763,19759540,42386954272,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0xc8c436271f9a6f10a5b80c8b8ed7d0e8f37a612d,12633835,19455546,42334465404,1187,38,54.17%,2.02%,1.94%,0,0,0,0,0
0xdf0770df86a8034b3efef0a1bb3c889b8332ff56,14403453,19759670,42280879208,17626,551,41.69%,1.24%,3.35%,0.06%,17,15,15,14
0x4b5ab61593a2401b1075b90c04cbcdd3f87ce011,13979832,19759492,42217793948,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x0de4ea0184c2ad0baca7183356aea5b8d5bf5c6e,17037760,19759708,42147855886,2497,79,43.09%,2.00%,4.33%,0.08%,5,4,4,4
0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5,12376598,19758377,41806188195,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x0439e60f02a8900a951603950d8d4527f400c3f1,18143003,19759709,41757049999,6000,188,56.10%,0.97%,3.23%,0.05%,6,5,5,4
0x111111125421ca6dc452d289314280a0f8842a65,19212936,19759709,41485597160,24294,760,41.73%,0,4.77%,0.16%,55,54,52,53
0x853c2d147a1bd7eda8fe0f58fb3c5294db07220e,12453340,19750101,41129437884,21866,684,36.37%,2.36%,3.19%,0.03%,14,13,12,11
0x53e0e51b5ed9202110d7ecd637a4581db8b9879f,15088229,19759635,41115295970,22010,688,49.95%,1.58%,2.13%,0.13%,47,53,59,52
0x383518188c0c6d7730d91b2c03a03c837814a899,12085188,19758379,41040413104,7020,220,38.29%,1.38%,2.61%,0.06%,6,5,6,5
0x5427fefa711eff984124bfbb1ab6fbf5e3da1820,13720279,19759703,40912077060,20574,643,40.05%,1.68%,3.17%,0.09%,22,23,23,20
0x4a220e6096b25eadb88358cb44068a3248254675,5851179,19759706,40655585885,5155,162,58.45%,2.17%,1.61%,0.19%,13,13,13,11
0x3d5bc3c8d13dcb8bf317092d84783c2697ae9258,10579859,19587831,40475820564,1508,48,38.20%,1.92%,3.25%,0.20%,5,7,6,6
0x036676389e48133b63a802f8635ad39e752d375d,18758282,19759680,40218689675,2837,89,60.24%,0,3.28%,0.07%,5,4,5,4
0x0abdace70d3790235af448c88547603b945604ea,4034091,19759442,40171235311,11397,357,30.25%,2.28%,4.12%,0.06%,14,14,13,11
0x07ced903e6ad0278cc32bc83a3fc97112f763722,15198247,19758865,40126042376,696,22,40.52%,2.16%,4.60%,0,0,0,0,0
0xdd974d5c2e2928dea5f71b9825b8b646686bd200,4264898,19759707,39983248586,3074,97,34.45%,1.92%,4.52%,0.20%,9,8,7,8
0xba100000625a3754423978a60c9317c58a424e3d,10302682,19759597,39903892719,12349,386,49.23%,1.94%,2.64%,0.04%,10,9,8,7
0x001b4b85192aa034bff1524f181e3a7060e0dc30,10739643,19757844,39691837670,9380,294,33.06%,1.77%,2.92%,0.05%,9,8,7,6
0x98f3c9e6e3face36baad05fe09d375ef1464288b,12991042,19759703,39605862648,680,22,39.85%,2.21%,4.56%,0,0,0,0,0
0x7122985656e38bdc0302db86685bb972b145bd3c,18204370,19759708,39324776669,15517,485,34.52%,0,3.98%,0.08%,20,19,20,18
0x9685e7281fb1507b6f141758d80b08752faf0c43,13131939,15416511,39276835696,7712,241,29.42%,1.75%,2.52%,0.04%,6,7,7,6
0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d,4944720,19758781,39202236436,1958,62,54.75%,1.79%,1.99%,0.05%,2,2,2,1
0x271682deb8c4e0901d1a1550ad2e64d568e69909,13960957,19758626,39181839815,24103,754,53.69%,1.23%,2.24%,0.13%,50,48,48,46
0x6edc2904d1079d4f49fffcdc14bf2e9aa6a02f5e,13753919,14527665,39164121267,19372,606,33.74%,2.47%,4.21%,0.11%,32,32,33,31
0x40aa958dd87fc8305b97f2ba922cddca374bcd7f,14410348,19759707,38918556921,2133,67,44.82%,1.55%,3.38%,0.28%,3,4,4,3
0xc36cf0cfcb5d905b8b513860db0cfe63f6cf9f5c,10198719,19759415,38697183669,11680,365,29.38%,2.38%,2.88%,0.03%,7,7,7,8
0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,13463894,19759699,38561900920,4317,135,43.60%,1.09%,4.17%,0.12%,7,7,6,5
0x2114692a95d844ae00a31ae35c7d96716f28f34a,5779378,16755689,38556042692,649,21,48.54%,2.47%,2.47%,0,0,0,0,0
0xb932a70a57673d89f4acffbe830e8ed7f75fb9e0,8486839,19759656,38545645206,6611,207,34.16%,2.36%,3.65%,0.12%,11,10,13,12
0xcc9a0b7c43dc2a5f023bb9b738e45b0ef6b06e04,11997215,19751399,38485077008,5284,166,37.72%,2.20%,3.84%,0.17%,11,10,9,10
0x022fd42a494e0f9e00960d1becc5a1bbed4b528a,9438691,19759709,38450441764,898,29,52.56%,2.23%,3.56%,0.22%,3,3,4,4
0x401f6c983ea34274ec46f84d70b31c151321188b,10168458,19759146,38390814961,1909,60,36.72%,2.04%,4.30%,0.16%,3,3,3,4
0x06ce8be8729b6ba18dd3416e3c223a5d4db5e755,11752815,19759683,38390311676,22811,713,43.15%,1.34%,2.07%,0.04%,20,18,17,17
0x00a7d5675f39f69396c098b0f72631521e55f8fb,10634677,19758360,38294474991,12507,391,36.04%,1.63%,3.41%,0.07%,10,9,9,9
0x37bc7498f4ff12c19678ee8fe19d713b87f6a9e6,12382441,19745871,38258355654,23198,725,43.14%,1.31%,2.06%,0.06%,28,27,26,23
0x465a790b428268196865a3ae2648481ad7e0d3b1,13976709,19759265,38127017501,6216,195,53.60%,1.58%,3.19%,0,0,0,0,0
0xbafe01ff935c7305907c33bf824352ee5979b526,13449598,19759705,38099362694,23339,730,32.73%,2.05%,3.15%,0.10%,42,40,41,37
0xd54f502e184b6b739d7d27a6410a67dc462d69c8,11834295,19759374,38027237444,5879,184,37.76%,1.41%,2.74%,0.03%,5,5,5,4
0xfd31c7d00ca47653c6ce64af53c1571f9c36566a,12622723,19039493,37752201030,10184,319,53.68%,1.69%,1.99%,0.13%,22,25,29,26
0x1a0286192301bc8ab4843ed1b7582487342d6301,12060711,19758124,37553856684,1990,63,39.90%,2.11%,3.67%,0.20%,6,8,7,8
0xa46f952645d4deec07a7cd98d1ec9ec888d4b61e,15971884,19757611,37317355812,15969,500,38.61%,1.54%,2.66%,0.14%,24,24,22,20
0xcd80c916b1194beb48abf007d0b79a7238436d56,14652189,19758156,37091296554,14973,468,35.54%,2.48%,3.89%,0.13%,31,32,34,32
0xc12d1c73ee7dc3615ba4e37e4abfdbddfa38907e,8438093,19759118,36910834759,24339,761,58.49%,1.27%,1.66%,0.06%,25,25,25,22
0x3b95bc951ee0f553ba487327278cac44f29715e5,16858835,19759705,36867664158,2472,78,60.23%,1.82%,3.07%,0,0,0,0,0
0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,12314552,19759678,36831978102,2545,80,36.39%,1.34%,2.63%,0.12%,5,4,4,3
0x60e4d786628fea6478f785a6d7e704777c86a7c6,13117204,19759668,36688543457,23977,750,49.90%,2.36%,4.73%,0.04%,16,14,15,13
0x4c18e409dc8619bfb6a1cb56d114c3f592e0ae79,10654335,19759418,36654016994,5592,175,38.75%,4.15%,3.65%,0.02%,3,3,3,2
0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,16266586,19759707,36519929914,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x8606704880234178125b2d44cbbe190ccdbde015,4408570,9278597,36452350787,11998,375,29.94%,2.53%,4.41%,0.08%,21,22,21,18
0x99a58482bd75cbab83b27ec03ca68ff489b5788f,16181324,19759479,36051098347,18657,584,45.32%,2.91%,1.67%,0.03%,16,15,14,12
0xf74b146ce44cc162b601dec3be331784db111dc1,14758863,19735324,35976129048,855,27,52.63%,1.75%,3.63%,0,0,0,0,0
0x12d66f87a04a9e220743712ce6d9bb1b5616b8fc,9117017,19759390,35611119649,6615,207,36.39%,1.86%,3.13%,0.06%,9,8,8,7
0x4aa799c5dfc01ee7d790e3bf1a7c2257ce1dceff,19128051,19759708,35570606394,163,6,50.31%,0,4.91%,0,0,0,0,0
0x158228e08c52f3e2211ccbc8ec275fa93f6033fc,11752815,19759671,35396310277,22811,713,43.15%,1.34%,2.07%,0.04%,20,18,17,17
0xd6ad7a6750a7593e092a9b218d66c0a814a3436e,9465040,19750488,35248467161,24188,756,45.59%,2.51%,4.36%,0.25%,84,82,78,79
0x28e4f3a7f651294b9564800b2d01f35189a5bfbe,10168456,19759683,35137880918,1430,45,39.72%,1.96%,3.22%,0.14%,3,3,3,3
0x5bf5bcc5362f88721167c1068b58c60cad075aac,15424353,19749379,35057488462,21710,679,53.86%,1.39%,2.54%,0.06%,25,27,24,23
0x00000047bb99ea4d791bb749d970de71ee0b1a34,17911287,19759707,35011598403,23182,725,33.53%,1.87%,3.74%,0.07%,31,34,32,28
0x511bc4556d823ae99630ae8de28b9b80df90ea2e,5534009,16581026,34664576655,610,20,43.77%,2.79%,2.95%,0,0,0,0,0
0x0d60a27891250d7a7f78d6c279689164d704189e,12865085,19759695,34657047271,23877,747,42.76%,1.34%,2.06%,0.09%,39,42,40,39
0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,13033711,19759689,34597615903,45,2,46.67%,0,2.22%,0,0,0,0,0
0x16de59092dae5ccf4a1e6439d611fd0653f0bd01,9464950,19739358,34477779888,24188,756,45.64%,2.51%,4.36%,0.25%,86,83,79,81
0x2b2e8cda09bba9660dca5cb6233787738ad68329,14718992,19758156,34393729733,11865,371,31.93%,2.16%,4.96%,0.06%,14,14,13,11
0x2c0df87e073755139101b35c0a51e065291cc2d3,12424619,19759374,34258292599,5047,158,32.36%,1.29%,2.54%,0,0,0,0,0
0x4d9079bb4165aeb4084c526a32695dcfd2f77381,14823996,18430275,34209375253,17282,541,54.35%,1.75%,2.98%,0.05%,17,18,17,15
0x00000000219ab540356cbb839cbe05303d7705fa,11184524,19759422,34077501244,6358,199,45.91%,1.21%,1.93%,0.02%,2,2,3,2
0x40568bdb8fa8c35905938b33806f03902549a000,15008759,15454292,34037662969,24251,758,27.60%,2.02%,3.57%,0.13%,53,52,51,49
0x197e90f9fad81970ba7976f33cbd77088e5d7cf7,8928160,19759630,33836343048,5239,164,52.22%,1.87%,2.25%,0,0,0,0,0
0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8,12375680,19759641,33724731109,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0xc2a9d8daa3a9c22fcaefeaa35938d8638471479d,14527669,19756337,33650031612,20325,636,33.49%,2.47%,4.17%,0.06%,21,19,21,19
0xd1e5b0ff1287aa9f9a268759062e4ab08b9dacbe,9082280,19757158,33571980840,10650,333,32.75%,1.92%,3.24%,0.05%,9,8,8,7
0x3903525e5c6cec55d4d38060c3edf05068a7a8d1,7120924,19759708,33288526791,2151,68,62.58%,1.07%,3.21%,0.14%,6,5,5,5
0x1d8f8f00cfa6758d7be78336684788fb0ee0fa46,13325254,19759658,33180290499,11270,353,44.90%,0.99%,1.87%,0.02%,3,3,4,4
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,12451002,19759643,33173976251,3756,118,37.14%,1.38%,3.25%,0.08%,5,4,4,3
0x02f8fa04877be844e073eb8effeb48c420b33abe,5137770,12044881,33134633396,10972,343,31.61%,2.61%,3.34%,0.15%,27,27,27,28
0x75cda57917e9f73705dc8bcf8a6b2f99adbdc5a5,14697238,19759490,33087305362,13408,419,31.85%,1.84%,2.65%,0.19%,31,35,34,32
0x5f3b5dfeb7b28cdbd7faba78963ee202a494e2a2,10648599,19759682,33042150771,12866,403,39.04%,3.10%,3.10%,0.02%,5,4,5,4
0x8e8bd01b5a9eb272cc3892a2e40e64a716aa2a40,13844557,19759374,32981244270,5594,175,41.49%,1.89%,3.84%,0.05%,7,7,6,5
0xa50ba011c48153de246e5192c8f9258a2ba79ca9,11367541,19759484,32898134609,2766,87,35.29%,2.06%,3.07%,0.11%,6,7,6,6
0x9d7f70af5df5d5cc79780032d47a34615d1f1d77,9518290,11535541,32832788194,13987,438,54.92%,1.21%,2.30%,0.05%,17,15,15,13
0x47ebab13b806773ec2a2d16873e2df770d130b50,14860268,17266004,32642842021,24353,762,42.13%,1.55%,2.98%,0.09%,32,32,32,29
0xcd4ec7b66fbc029c116ba9ffb3e59351c20b5b06,11276621,18753925,32492367730,10129,317,34.51%,2.21%,5.16%,0.07%,14,14,13,13
0xa3ee21c306a700e682abcdfe9baa6a08f3820419,7575593,19759628,32371904782,11861,371,34.28%,2.18%,2.68%,0.06%,10,9,9,9
0xce16f69375520ab01377ce7b88f5ba8c48f8d666,15945273,19759685,32319287534,1690,53,60.24%,0.71%,3.49%,0.12%,3,3,3,2
0x76f4eed9fe41262669d0250b2a97db79712ad855,15485602,18453723,32257628287,11681,366,43.46%,2.29%,5.57%,0.03%,7,7,6,5
0x0216e9d74bd5bda4c415778d854464a8d4a0efab,9151379,19701197,32073276129,19490,610,31.90%,2.90%,3.03%,0.07%,29,29,29,25
0x56dd5bbede9bfdb10a2845c4d70d4a2950163044,14401380,19737858,32057866631,12572,393,33.19%,2.43%,4.31%,0.10%,21,22,22,21
0x216b4b4ba9f3e719726886d34a177484278bfcae,13056913,19759690,31624231309,2581,81,60.13%,0.97%,2.83%,0.04%,2,2,2,1
0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d,12292922,19759688,31599899792,16790,525,46.67%,1.81%,2.78%,0.04%,13,13,12,11
0x06812a2035bda4707107539725902e065622cee7,12367206,19574051,31549458085,23198,725,43.14%,1.31%,2.06%,0.06%,28,27,26,23
0x0007808d13026d3245351759abc4f90a7bdd50de,7523238,19618689,31521156479,2745,86,54.54%,1.38%,1.64%,0.04%,2,2,2,1
0x8da0d80f5007ef1e431dd2127178d224e32c2ef4,4145605,11350037,31449915377,3030,95,54.29%,2.41%,2.77%,0.03%,2,2,2,2
0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8,4098361,19735453,31220683766,8651,271,29.70%,2.57%,3.20%,0.01%,2,2,3,2
0x01bfd82675dbcc7762c84019ca518e701c0cd07e,7815930,19759388,31069414316,859,27,44.70%,2.33%,3.96%,0.12%,2,3,3,2
0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,17731703,19759706,31067460494,8321,261,36.11%,2.48%,3.63%,0.11%,16,14,14,13
0x00469d388b06127221d6310843a43d079eb2bb18,12451916,19759676,30792245402,4236,133,37.70%,1.37%,3.94%,0,0,0,0,0
0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,12293420,19759642,30623490549,2546,80,35.86%,1.37%,2.83%,0.16%,6,5,6,5
0xa404f66b9278c4ab8428225014266b4b239bcdc7,12771699,19759531,30623196988,4814,151,41.09%,1.23%,2.60%,0.04%,5,4,4,4
0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,6301912,19759625,30540748777,3490,110,34.53%,2.18%,2.89%,0.14%,6,5,6,6
0x408e41876cccdc0f92210600ef50372656052a38,4827673,19759662,30487567710,7067,221,57.86%,2.26%,1.84%,0.17%,18,18,16,15
0xc30141b657f4216252dc59af2e7cdb9d8792e1b0,13802093,19510150,30399153526,6327,198,40.95%,1.75%,3.29%,0.05%,6,5,5,4
0x13f4ea83d0bd40e75c8222255bc855a974568dd4,16951256,19759659,30358356063,24316,760,31.11%,2.18%,3.87%,0.13%,49,52,52,48
0xb7d018f57b82d1523f15a270d6b942836204310b,10364431,16431125,30139607954,18540,580,34.47%,2.42%,3.12%,0.05%,21,20,20,17
0x0000000000664ceffed39244a8312bd895470803,16990857,19758978,30063065233,5854,183,56.58%,1.64%,3.33%,0.09%,10,9,8,8
0x68ed06af5989e05bc4aa510b44dc6d003e225187,6790319,7518843,29781963569,19985,625,49.57%,1.79%,1.61%,0.02%,6,5,7,6
0x5d25eef8cfedaa47d31fe2346726de1c21e342fb,17445568,19612161,29572342898,23546,736,42.26%,1.63%,2.99%,0.13%,49,50,50,56
0xa356867fdcea8e71aeaf87805808803806231fdc,11730400,19759474,29510900469,24144,755,32.22%,2.35%,2.51%,0.14%,60,62,62,62
0xa58e81fe9b61b5c3fe2afd33cf304c454abfc7cb,16925620,19759703,29464367781,3382,106,46.84%,2.13%,3.46%,0.18%,10,10,9,9
0x967da4048cd07ab37855c090aaf366e4ce1b9f48,10945788,19759669,29434785607,5566,174,37.15%,2.46%,4.15%,0.27%,18,20,20,21
0x83f798e925bcd4017eb265844fddabb448f1707d,9465237,19727880,29398457277,24212,757,46.54%,2.51%,4.30%,0.22%,69,63,61,63
0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf,12369863,19759624,29388563466,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x290a6a7460b308ee3f19023d2d00de604bcf5b42,12376377,19759537,29367033645,22142,692,33.21%,1.43%,2.96%,0.05%,20,18,18,17
0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,7715065,19759698,29079215439,3596,113,31.54%,2.34%,3.23%,0.25%,11,12,11,9
0x2f06e43d850ac75926fa2866e40139475b58cb16,13116805,17794521,29034917746,4803,151,31.58%,2.12%,2.87%,0.04%,3,3,3,4
0x72e2f4830b9e45d52f80ac08cb2bec0fef72ed9c,15035710,19759705,28958159465,2979,94,36.99%,1.85%,3.16%,0.23%,9,9,8,8
0x0e936b11c2e7b601055e58c7e32417187af4de4a,8624192,16124287,28954669360,14619,457,31.62%,2.60%,2.85%,0.07%,17,18,16,16
0x396abf9ff46e21694f4ef01ca77c6d7893a017b2,18204459,19759708,28807611962,6073,190,31.10%,0,4.76%,0.20%,18,22,22,21
0x5777d92f208679db4b9778590fa3cab3ac9e2168,13605124,19759651,28756417721,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,12369821,19759641,28756254417,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x83d055d382f25e6793099713505c68a5c7535a35,12317168,14872424,28748400897,7541,236,36.81%,1.47%,3.94%,0.17%,22,23,25,25
0x43f11c02439e2736800433b4594994bd43cd066d,12985345,19759397,28518258278,11730,367,37.59%,2.51%,3.36%,0.15%,24,23,22,25
0x0046ac5ad2de7d5c9aebecf67751cb7e0865a0eb,15643042,19750103,28360304466,45,2,46.67%,0,2.22%,0,0,0,0,0
0x04fa0d235c4abf4bcf4787af4cf447de572ef828,9247091,19759704,28144045162,9881,309,50.20%,1.90%,2.54%,0.03%,5,4,4,3
0xfd61352232157815cf7b71045557192bf0ce1884,7815930,13907548,28123009511,22335,698,29.75%,2.79%,2.81%,0.09%,33,30,31,35
0x00e5c0774a5f065c285068170b20393925c84bf3,11385510,19759332,27999570838,4682,147,29.18%,2.09%,3.72%,0.06%,6,5,6,6
0xfc4913214444af5c715cc9f7b52655e788a569ed,15342835,19759224,27874719450,24440,764,35.57%,2.25%,3.48%,0.12%,38,38,38,33
0x473b1887d45d61efd87731a1d8ec3590b93c565d,16892952,17386503,27736868650,18760,587,35.49%,1.72%,4.39%,0.14%,42,43,43,41
0xb8c77482e45f1f44de1745f52c74426c631bdd52,3978360,19759658,27655412347,5355,168,53.07%,2.63%,2.32%,0.04%,5,4,4,4
0x40e0c049f4671846e9cff93aaed88f2b48e527bb,13597347,17422442,27607254142,6558,205,51.86%,1.74%,2.81%,0.05%,7,7,6,6
0xd2c98d651a02e34c279ed470a1447a36aa0423ee,10038391,19739735,27574178025,10799,338,42.48%,2.21%,2.37%,0.02%,5,4,5,4
0x0160ae697a3538668cdb4698d3b89c7f36ad990d,5841931,19758458,27567566643,13980,437,35.31%,2.56%,3.04%,0.07%,20,20,21,18
0x0044712ae8dcfe446c1e3469e5e48a0cb3d40cfa,14666780,19686057,27564729303,45,2,46.67%,0,2.22%,0,0,0,0,0
0xa79828df1850e8a3a3064576f380d90aecdd3359,11655942,19759418,27554573354,5634,177,45.47%,4.83%,3.35%,0.02%,3,3,3,2
0x0014234216e6af698f30055bcc5e7e818e38a21f,15642806,19746835,27517230372,45,2,46.67%,0,2.22%,0,0,0,0,0
0xe28b3b32b6c345a34ff64674606124dd5aceca30,11078161,19759699,27507954036,4324,136,50.46%,1.50%,2.08%,0.09%,7,7,6,5
0x7db5af2b9624e1b3b4bb69d6debd9ad1016a58ac,14542161,19758433,27448326532,12271,384,38.38%,2.53%,3.66%,0.09%,17,17,15,16
0x767fe9edc9e0df98e07454847909b5e959d7ca0e,12084159,19759709,27434239041,10924,342,41.92%,1.26%,3.58%,0.14%,20,22,20,20
0xa3f558aebaecaf0e11ca4b2199cc5ed341edfd74,12512163,19759709,27390394758,22142,692,33.21%,1.43%,2.96%,0.04%,17,15,16,15
0x3a05e5d33d7ab3864d53aaec93c8301c1fa49115,19300391,19759699,27361359373,1883,59,36.86%,3.03%,3.98%,0.42%,9,8,8,9
0x153cddd727e407cb951f728f24beb9a5faaa8512,12105706,19759479,27338401234,9915,310,48.98%,1.58%,3.52%,0.09%,14,14,15,16
0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,5409084,19758718,27217924069,2394,75,37.55%,2.13%,3.80%,0.17%,6,7,6,5
0x3ab16af1315dc6c95f83cbf522fecf98d00fd9ba,14477872,19759264,27053771169,12250,383,63.00%,1.30%,2.07%,0.05%,14,13,12,12
0x05ca5c01629a8e5845f12ea3a03ff7331932233a,13094000,19759600,27048140806,45,2,46.67%,0,2.22%,0,0,0,0,0
