example address,earliest block,latest block,gas used,code length,code chunks,push bytes,jumpdests,invalid jumpdests,scheme f11,scheme f10,scheme f9,scheme f8
0xac0047886a985071476a1186be89222659970d65,18969532,19824416,9193084588,14535,455,63.48%,2.08%,0.11%,28,27,32,28
0x0003fca368838e813fb6d80e6ade47104980158a,17000026,19823961,9182856355,45,2,46.67%,2.22%,0,0,0,0,0
0xae78736cd615f374d3085123a210448e74fc6393,17000009,19824417,9163840642,8800,275,49.16%,2.53%,0.05%,6,5,5,5
0x109830a1aaad605bbf02a9dfa7b0b92ec2fb7daa,17150689,19824401,9150915863,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0x142fd5b9d67721efda3a5e2e9be47a96c9b724a4,17000003,19824378,9147221668,24502,766,35.71%,3.89%,0.14%,47,44,49,54
0xf6b83ccadeee478fc372af6ca7069b14fbc5e1b1,17000746,19823659,9143419352,4451,140,43.68%,1.95%,0,0,0,0,0
0xfe02a32cbe0cb9ad9a945576a5bb53a3c123a3a3,17000026,19823961,9131889268,807,26,63.32%,2.11%,0.25%,3,3,5,4
0x42d403ab9b0603442ac991c0cfe124105dde0811,17290001,19778444,9095178161,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xb8563ad5af1f79dd04937be8b572318c8e6f43ac,17000012,19824394,9087557864,5034,158,32.56%,2.38%,0.04%,5,5,5,4
0x4fabb145d64652a948d72533023f6e7a623c7c53,17000009,19824398,9086943156,1506,48,55.25%,3.45%,0.20%,6,5,5,4
0x2cad29e9640b9bcfb1d8d25cf3e4bd05f55cce70,17369667,19819952,9037000458,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x5d22045daceab03b158031ecb7d9d06fad24609b,17000052,19824416,9032578908,5624,176,36.68%,2.70%,0.02%,3,3,3,2
0xbf85f94d3233ee588f0907a9147fbb59d7246b54,17000167,19824386,9016412258,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x7618c038113503d15029a41857e352f43b4dcc6e,18334374,19817310,9001935492,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x1f17d72cbe65df609315df5c4f5f729efbd00ade,17028607,19824189,8941267722,2164,68,41.40%,3.74%,0.14%,5,4,4,3
0x33fd426905f149f8376e227d0c9d3340aad17af1,17000044,19824372,8923207894,807,26,40.52%,4.21%,0,0,0,0,0
0x8cfc184c877154a8f9ffe0fe75649dbe5e2dbebf,18371579,19824399,8922826165,12788,400,39.59%,3.78%,0.10%,21,23,22,20
0xe34139463ba50bd61336e0c446bd8c0867c6fe65,17004069,19824118,8901445672,15365,481,54.50%,2.37%,0.11%,24,27,26,25
0x2a9d2ba41aba912316d16742f259412b681898db,17000001,19824411,8812989327,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x6c4c7f46d9d4ef6bc5c9e155f011ad19fc4ef321,17296182,19823679,8807969944,22142,692,33.21%,2.96%,0.08%,33,32,34,32
0x64192819ac13ef72bf6b5ae239ac672b43a9af08,17000002,19824411,8797380140,2608,82,46.74%,3.95%,0.08%,5,5,5,4
0x732276168b421d4792e743711e1a48172ea574a2,19206984,19763906,8792878136,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x522d6f36c95a1b6509a14272c17747bbb582f2a6,17000004,19578265,8780696495,15098,472,59.86%,2.12%,0.04%,10,9,8,10
0x18169ee0ced9aa744f3cd01adc6e2eb2e8fb0087,19090400,19824415,8773484530,2837,89,59.99%,3.28%,0.07%,5,4,5,4
0x0d53497746e70c8cc2e5e8d2ac5f0a33f93c9353,17000000,17191096,8745105222,5376,168,56.03%,3.05%,0.02%,3,3,3,3
0xb22c05cedbf879a661fcc566b5a759d005cf7b4c,17359723,19823606,8724898759,14085,441,49.14%,4.73%,0.06%,11,12,13,14
0xde5d4949f445650325c7c8739610c3a979c7a6db,19283607,19706212,8712950381,10700,335,35.91%,3.36%,0.08%,9,8,11,10
0x967da4048cd07ab37855c090aaf366e4ce1b9f48,17000011,19824416,8625637688,5566,174,37.15%,4.15%,0.27%,18,20,20,21
0xce3f08e664693ca792cace4af1364d5e220827b2,17000081,19823406,8595676073,22767,712,53.33%,3.62%,0.04%,20,19,18,19
0xfe0c30065b384f05761f15d0cc899d4f9f9cc0eb,19419397,19824416,8577707192,7889,247,35.34%,4.08%,0.11%,14,15,14,15
0x789c527a3a756807045ba43ddba3a5b4b65185ec,17153888,19824360,8572724176,7839,245,56.67%,2.36%,0.03%,6,5,5,5
0x38029c62dfa30d9fd3cadf4c64e9b2ab21dbda17,17000553,19824196,8523894448,22081,691,43.41%,3.31%,0.06%,20,20,21,23
0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870,18738645,19824410,8513646906,14253,446,51.22%,4.67%,0.06%,13,14,14,15
0x4ebdf703948ddcea3b11f675b4d1fba9d2414a14,17770532,19824415,8505897307,21789,681,41.03%,1.56%,0.03%,10,10,12,12
0xdd3f50f8a6cafbe9b31a427582963f465e745af8,17069899,19824324,8443058444,12350,386,45.06%,2.45%,0.06%,18,18,18,16
0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,17000004,19824401,8437663330,9364,293,33.82%,2.87%,0.06%,11,10,9,10
0x576e2bed8f7b46d34016198911cdf9886f78bea7,17894481,19824416,8408965156,6698,210,36.28%,3.57%,0.06%,5,4,4,4
0xbd3fa81b58ba92a82136038b25adec7066af3155,17074444,19824402,8321529067,13497,422,56.91%,2.23%,0.07%,13,12,16,15
0xac4b3dacb91461209ae9d41ec517c2b9cb1b7daf,17000011,19824358,8316092715,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x226bb599a12c826476e3a771454697ea52e9e220,17000092,19824236,8302693557,8580,269,27.46%,2.87%,0.06%,9,8,7,7
0x7b1e5d984a43ee732de195628d20d05cfabc3cc7,19033762,19824408,8261454404,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x093f6c270ac22ec240f0c6fd7414ea774ca8d3e5,18722804,19824169,8217607313,846,27,37.71%,4.37%,0.12%,2,3,3,2
0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce,18363714,19824389,8209102006,10861,340,44.33%,3.26%,0.06%,11,10,12,12
0x5f8d647ff69be85fe2f005867fbb552c623928c5,18243732,19824001,8201941819,24200,757,48.64%,3.21%,0.08%,33,30,30,30
0x18f0112e30769961af90fdee0d1c6b27e6d72d92,17000013,19824267,8185601317,23877,747,42.76%,2.06%,0.09%,39,42,41,41
0x66ba59cbd09e75b209d1d7e8cf97f4ab34da413b,18497007,19823834,8141340623,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x3e34eabf5858a126cb583107e643080cee20ca64,17881736,19823264,8103908520,21399,669,46.84%,4.52%,0.04%,13,12,13,13
0x09b25a19518d38bcbbe7062fa20bd7a4a7f8930d,17000008,19824347,8082495581,23877,747,42.76%,2.06%,0.09%,39,42,41,41
0x89b78cfa322f6c5de0abceecab66aee45393cc5a,17000208,19824412,8049291462,5921,186,60.23%,1.89%,0.02%,2,3,3,2
0x94be6962be41377d5beda8dfe1b100f3bf0eacf3,18072546,19823113,8049066696,13737,430,39.94%,3.38%,0.04%,10,9,9,10
0xf5c80c305803280b587f8cabbccdc4d9bf522abd,17000001,19824290,8031756798,9263,290,38.24%,3.76%,0.08%,14,18,16,14
0x5777d92f208679db4b9778590fa3cab3ac9e2168,17000064,19824390,8026517680,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x100daa78fc509db39ef7d04de0c1abd299f4c6ce,17432234,19824310,8022432171,23473,734,45.31%,1.50%,0.09%,32,35,34,35
0xf7134ce138832c1456f2a91d64621ee90c2bddea,17636849,19824375,7996833625,177,6,52.54%,5.08%,0,0,0,0,0
0xb9330e17d30c57b4b192ae58140a72e0bfd3b718,17000242,19795457,7980057905,2372,75,58.26%,3.50%,0.04%,3,3,3,2
0x5de8ab7e27f6e7a1fff3e5b337584aa43961beef,17000024,19824413,7969138010,4727,148,56.63%,2.62%,0.06%,5,4,4,3
0xd54f502e184b6b739d7d27a6410a67dc462d69c8,17000046,19824202,7959967043,5879,184,37.76%,2.74%,0.03%,5,5,5,4
0x2b33cf282f867a7ff693a66e11b0fcc5552e4425,17000011,19824416,7951392728,12028,376,51.35%,2.77%,0.07%,20,18,17,16
0x12970e6868f88f6557b76120662c1b3e50a646bf,17214064,19824413,7924142065,3734,117,41.48%,3.80%,0.13%,6,5,5,4
0x5af0d9827e0c53e4799bb226655a1de152a425a5,17000050,19824292,7907125628,11410,357,33.92%,3.26%,0.07%,13,12,11,10
0x808507121b80c02388fad14726482e061b8da827,17000233,19824408,7856893171,9943,311,38.35%,3.34%,0.07%,13,13,13,11
0xf047ab4c75cebf0eb9ed34ae2c186f3611aeafa6,19261995,19824416,7833429372,8720,273,35.11%,3.77%,0.06%,11,12,12,10
0x127452f3f9cdc0389b0bf59ce6131aa3bd763598,17000243,19824414,7802036074,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xd322a49006fc828f9b5b37ab215f99b4e5cab19c,17000082,19822791,7784680077,7907,248,56.20%,2.44%,0.03%,3,3,3,2
0xee15010105b9bb564cfdfdc5cee676485092aedd,17461526,17461891,7784092674,13634,427,37.42%,3.03%,0.05%,17,18,16,15
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,17000037,19824406,7729325809,3379,106,36.73%,3.73%,0.12%,6,5,5,5
0xf935f557e06a7d040dea4691f90c9a755301818b,17187570,19824375,7728467829,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x016fd003eef102d19ee92a00e93667cd9849b290,17000013,19824401,7623716331,11680,365,52.37%,2.32%,0.04%,10,9,8,7
0x95fc37a27a2f68e3a647cdc081f0a89bb47c3012,17578080,19824258,7583410697,1909,60,36.98%,3.88%,0.16%,3,3,5,4
0x2c0df87e073755139101b35c0a51e065291cc2d3,17000046,19824202,7569756186,5047,158,32.36%,2.54%,0,0,0,0,0
0x7b3ed3a3444144ff526554d5f4aa463d1759f51a,19219259,19824334,7519275025,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x8821bee2ba0df28761afff119d66390d594cd280,17000139,19824416,7517390159,209,7,47.37%,0.96%,0.48%,2,2,2,2
0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,17000008,19824397,7476689376,45,2,46.67%,2.22%,0,0,0,0,0
0x941a6d105802cccaa06de58a13a6f49ebdcd481c,17000227,19824244,7456811127,14400,450,39.92%,3.01%,0.17%,24,28,25,25
0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec,17000126,19824393,7413649796,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xc3ca38091061e3e5358a52d74730f16c60ca9c26,17000119,19824413,7410946340,2128,67,37.27%,2.63%,0,0,0,0,0
0x3335733c454805df6a77f825f266e136fb4a3333,17000195,19824404,7356243468,4525,142,53.46%,3.16%,0.07%,7,7,6,5
0xf209815e595cdf3ed0aaf9665b1772e608ab9380,17000056,19439164,7351493525,10203,319,49.59%,3.27%,0.03%,6,5,7,7
0xe12644b23aaa654eadc72050641d0ff8d2f32d52,19167654,19821412,7254164957,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x840deeef2f115cf50da625f7368c24af6fe74410,17000027,19824404,7251951503,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x92e929d8b2c8430bcaf4cd87654789578bb2b786,17000045,19824417,7218512338,4635,145,38.14%,3.97%,0.04%,3,3,3,2
0xbe042e9d09cb588331ff911c2b46fd833a3e5bd6,17988079,19824375,7202662439,13727,429,42.33%,3.50%,0.08%,16,15,15,17
0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,17000031,19824291,7194595400,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x5b7e3e37a1aa6369386e5939053779abd3597508,17000009,19824259,7165792865,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0x98409d8ca9629fbe01ab1b914ebf304175e384c8,17000027,19824417,7153099264,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x6c063a6e8cd45869b5eb75291e65a3de298f3aa8,17000813,19824234,7126350859,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xdd69db25f6d620a7bad3023c5d32761d353d3de9,17000002,19818850,7060823572,13209,413,36.78%,3.74%,0.07%,14,13,12,13
0x8c130499d33097d4d000d3332e1672f75b431543,17695210,19823689,7059309038,12552,393,50.25%,4.27%,0.04%,7,7,6,7
0xde659726cfd166aca4867994d396efef386ead68,17023810,19805455,7030806238,21668,678,31.77%,3.66%,0.08%,24,23,22,22
0x50002cdfe7ccb0c41f519c6eb0653158d11cd907,17000012,19824360,7023001171,18979,594,42.87%,3.32%,0.06%,21,19,20,20
0x19c10fff96b80208f454034c046ccc4445cd20ba,18976710,19693325,7022288027,10455,327,36.01%,3.41%,0.07%,13,12,14,12
0x562e362876c8aee4744fc2c6aac8394c312d215d,17000001,19824330,7007521131,16912,529,52.32%,4.20%,0.05%,11,13,13,13
0x00000000ede6d8d217c60f93191c060747324bca,17661106,19824339,6989564939,20213,632,55.47%,2.73%,0.05%,21,22,21,20
0xe52cec0e90115abeb3304baa36bc2655731f7934,17000227,19741070,6964176768,19314,604,36.79%,2.93%,0.10%,35,35,35,33
0xd0b2f5018b5d22759724af6d4281ac0b13266360,17555187,19824391,6960710286,23074,722,36.78%,3.66%,0.08%,35,38,35,35
0x4a5ad53ed70357961e58faf304ccfd06180d2c30,17000063,19824416,6958719799,23932,748,36.86%,3.74%,0.12%,46,45,45,46
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,17000162,19824400,6948310911,1499,47,38.29%,3.27%,0.20%,5,7,6,6
0x75c97384ca209f915381755c582ec0e2ce88c1ba,18080596,19823541,6941973994,16646,521,51.90%,4.19%,0.08%,21,20,20,21
0xffffffffb9059a7285849bafddf324e2c308c164,17932949,19823203,6938249858,8703,272,50.09%,3.18%,0.03%,6,5,5,7
0x290a6a7460b308ee3f19023d2d00de604bcf5b42,17000028,19824403,6929232258,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0xaf52695e1bb01a16d33d7194c28c42b10e0dbec2,17000397,19824223,6909914549,9215,288,35.27%,2.66%,0.01%,2,2,3,2
0xe92b586627cca7a83dc919cc7127196d70f55a06,17001303,19824342,6899638918,13817,432,50.63%,3.24%,0.04%,11,10,11,11
0x827179dd56d07a7eea32e3873493835da2866976,17165695,19791421,6897465829,13731,430,55.55%,2.50%,0.05%,16,14,13,13
0xd17b3c9784510e33cd5b87b490e79253bcd81e2e,17000054,19824414,6892586316,1077,34,44.94%,3.99%,0.09%,2,3,3,2
0x1d42064fc4beb5f8aaf85f4617ae8b3b5b8bd801,17000048,19824373,6882020646,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0x71b5759d73262fbb223956913ecf4ecc51057641,17000175,19824168,6870024337,20622,645,51.80%,2.64%,0.03%,11,13,14,16
0x11a653ddfbb61e0feff5484919f06d9d254bf65f,17217029,19824416,6869666907,23074,722,36.78%,3.66%,0.08%,35,38,35,35
0x465e56cd21ad47d4d4790f17de5e0458f20c3719,17269627,19824407,6856489107,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,17000001,19824233,6834485320,8651,271,52.63%,2.22%,0.05%,6,5,5,6
0xc186fa914353c44b2e33ebe05f21846f1048beda,17000072,19824312,6833648678,19572,612,37.55%,3.41%,0.11%,38,34,35,33
0x0e42acbd23faee03249daff896b78d7e79fbd58e,17000004,19824368,6832781511,14431,451,49.41%,2.82%,0.06%,13,12,14,14
0x02e18840fa1fd108be043c3a1a8fa6dd638bc8f1,17000027,19824296,6831748416,19018,595,33.39%,3.75%,0.04%,13,14,13,15
0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,17557482,19824310,6809774336,23483,734,45.32%,1.51%,0.09%,28,29,32,31
0x19fe9857bb3652e9007f2347a1f877ffa9215f7f,18353611,19824415,6782584254,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x1766be66fbb0a1883d41b4cfb0a533c5249d3b82,18290607,19824415,6753233507,2882,91,61.00%,3.23%,0.07%,5,4,5,4
0xb011e4eb4111ef00b620a5ed195836dcd69db1ff,17000002,19824329,6739631597,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x1ce270557c1f68cfb577b856766310bf8b47fd9c,17105519,19824413,6732394625,2492,78,47.03%,3.17%,0.16%,6,5,5,4
0x0a992d191deec32afe36203ad87d7d289a738f81,17074444,19824402,6682125525,17562,549,57.15%,2.27%,0.03%,13,13,12,13
0xfb35fd0095dd1096b1ca49ad44d8c5812a201677,18969534,19824390,6658178163,21800,682,60.55%,2.83%,0.04%,17,15,14,14
0xc5fb36dd2fb59d3b98deff88425a3f425ee469ed,17000024,19824414,6656418686,7699,241,37.75%,3.99%,0.05%,6,5,6,5
0xa8b919680258d369114910511cc87595aec0be6d,17000010,19824344,6653845827,11748,368,35.64%,2.33%,0.05%,10,9,8,10
0x80ed1b41476b95fb47830825b65fd3bf59f6a348,19389234,19824393,6652199002,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x000eafa5e7585c4b6d002f4ad56cecdd2b34829f,17004641,19823724,6606711837,45,2,46.67%,2.22%,0,0,0,0,0
0xbc1ea504fc54d078514efcca1f6860b5219b6bc3,17000006,19218589,6604229379,817,26,51.90%,3.06%,0.12%,2,2,2,1
0x18672b1b0c623a30089a280ed9256379fb0e4e62,17382260,19824316,6589548013,3986,125,47.84%,1.63%,0,0,0,0,0
0xbafe01ff935c7305907c33bf824352ee5979b526,17000162,19824400,6580355599,23339,730,32.73%,3.15%,0.10%,42,40,41,38
0xea1a6307d9b18f8d1cbf1c3dd6aad8416c06a221,19416557,19824398,6573263414,24458,765,33.89%,3.94%,0.18%,61,64,61,58
0x8707f238936c12c309bfc2b9959c35828acfc512,18970965,19824412,6565363944,7247,227,59.62%,2.33%,0.06%,7,8,8,8
0x1820a4b7618bde71dce8cdc73aab6c95905fad24,17000001,19824417,6552258926,2501,79,39.50%,3.00%,0,0,0,0,0
0x5026f006b85729a8b14553fae6af249ad16c9aab,17069333,19824400,6552221530,4655,146,48.79%,4.73%,0.09%,6,7,6,5
0x0ebc0443b8187066a00f31049fb1c4700389f3db,19189501,19822023,6533956113,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x63cc74334f4b1119276667cf0079ac0c8a96cfb2,18029968,19821748,6485220514,45,2,46.67%,2.22%,0,0,0,0,0
0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,17000006,19824412,6464445583,3756,118,37.14%,3.25%,0.08%,5,4,4,3
0x6aa981bff95edfea36bdae98c26b274ffcafe8d3,17000195,19824404,6459206842,5176,162,57.44%,1.85%,0.04%,2,3,3,2
0xb90b2a35c65dbc466b04240097ca756ad2005295,17240592,19824294,6452297680,4288,134,41.25%,3.50%,0.19%,10,12,12,11
0xa35923162c49cf95e6bf26623385eb431ad920d3,17149234,19824413,6439468983,6790,213,51.44%,4.61%,0.07%,9,8,7,7
0x3fffbadaf827559da092217e474760e2b2c3cedd,17000001,19824403,6426278711,2593,82,58.50%,3.47%,0.04%,3,3,3,2
0xa71d0588eaf47f12b13cf8ec750430d21df04974,17000033,19824311,6418915461,2278,72,40.56%,3.47%,0.13%,3,3,3,2
0x67e1ecfa9232e27eaf3133b968a33a9a0dca9e16,17487684,19823803,6413984273,20655,646,34.25%,3.30%,0.05%,18,18,18,18
0x20955cb69ae1515962177d164dfc9522feef567e,17000010,19824310,6413104403,51,2,60.78%,1.96%,0,0,0,0,0
0xd5d61e9dfb6680cba8353988ba0337802811c2e1,17000046,18813176,6405968982,10638,333,36.03%,3.62%,0.09%,14,15,15,13
0x824a30f2984f9013f2c8d0a29c0a3cc5fd5c0673,17000073,19824401,6390434273,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,17924517,19824102,6354019648,13914,435,50.70%,4.30%,0.05%,13,12,11,13
0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,17000849,19824347,6321858147,5646,177,51.81%,2.11%,0.07%,7,7,6,5
0x2ad9addd0d97ec3cdba27f92bf6077893b76ab0b,17370509,19824413,6314322055,9315,292,36.18%,3.92%,0.08%,9,9,11,9
0x0baba1ad5be3a5c0a66e7ac838a129bf948f1ea4,17000018,19824139,6309401401,1516,48,55.67%,3.36%,0.13%,5,4,4,4
0x951d7b421f45ff0e4a8dde0288ae3f9c2c69b784,17000120,19533009,6305280176,10977,344,41.40%,3.53%,0.07%,16,17,16,16
0xadc0a53095a0af87f3aa29fe0715b5c28016364e,17714738,19824235,6272520772,11318,354,55.56%,2.53%,0.03%,2,2,2,1
0x5f890841f657d90e081babdb532a05996af79fe6,17000010,19824310,6267839629,24407,763,37.93%,3.15%,0.07%,28,30,29,28
0xb23d80f5fefcddaa212212f028021b41ded428cf,17000015,19824409,6265836824,7649,240,39.35%,3.83%,0.05%,7,7,6,5
0x72c590349535ad52e6953744cb2a36b409542719,18029968,19821748,6254715772,12587,394,40.06%,3.07%,0.10%,25,24,25,24
0xd8de6af55f618a7bc69835d55ddc6582220c36c0,17000177,19824093,6224128474,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,17000032,19824402,6215917963,15735,492,36.84%,3.54%,0.06%,21,23,21,18
0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,17000085,19824365,6213013301,2949,93,50.32%,2.34%,0.07%,5,4,4,3
0x06ce8be8729b6ba18dd3416e3c223a5d4db5e755,17000013,19824405,6210832449,22811,713,43.15%,2.07%,0.04%,20,18,18,19
0xfc4913214444af5c715cc9f7b52655e788a569ed,17000048,19824201,6193975655,24440,764,35.57%,3.48%,0.12%,38,38,39,36
0x16588709ca8f7b84829b43cc1c5cb7e84a321b16,17000182,19824395,6162862139,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xe717ec34b2707fc8c226b34be5eae8482d06ed03,17000153,19824390,6142276642,4256,133,38.39%,3.52%,0.02%,3,3,3,2
0x5f5166c4fdb9055efb24a7e75cc1a21ca8ca61a3,17478424,19824069,6137769715,13675,428,49.74%,4.39%,0.07%,16,17,16,16
0x01d3348601968ab85b4bb028979006eac235a588,17000168,19824195,6131410064,2309,73,40.67%,3.72%,0.04%,3,3,3,2
0x5ebc127fae83ed5bdd91fc6a5f5767e259df5642,19151356,19824379,6129561785,45,2,46.67%,2.22%,0,0,0,0,0
0xf5f5b97624542d72a9e06f04804bf81baa15e2b4,17374508,19824413,6121971192,21789,681,41.08%,1.56%,0.03%,10,10,12,12
0x0000000000ca73a6df4c58b84c5b4b847fe8ff39,19214083,19824372,6120221799,12206,382,38.58%,3.66%,0.06%,11,10,11,10
0x8252df1d8b29057d1afe3062bf5a64d503152bc8,17000036,19816358,6113357828,19344,605,36.72%,2.93%,0.11%,38,38,39,39
0x0ef8fa4760db8f5cd4d993f3e3416f30f942d705,18518782,19824329,6108704603,845,27,51.95%,3.91%,0,0,0,0,0
0x7b8c48256caf462670f84c7e849cab216922b8d3,17069899,19823270,6108181632,2534,80,55.45%,1.42%,0.08%,5,4,5,4
0x158228e08c52f3e2211ccbc8ec275fa93f6033fc,17000010,19824404,6102328144,22811,713,43.15%,2.07%,0.04%,20,18,18,19
0x4f9343fa110e8c5c1276b810fbbbb70a19678015,17470611,19804533,6084717791,17418,545,36.80%,3.07%,0.08%,25,27,25,25
0x7420b4b9a0110cdc71fb720908340c03f9bc03ec,17000005,19824399,6059726772,4320,135,50.69%,2.04%,0.07%,5,4,4,3
0xec306e46549a7e8f4fce823d3058f2d134133b17,18203833,19824405,6057657362,912,29,33.22%,4.39%,0.33%,5,4,6,6
0x1681195c176239ac5e72d9aebacf5b2492e0c4ee,17562530,19824316,6055978335,24530,767,39.70%,1.53%,0.04%,18,19,18,22
0x89b69f2d1adffa9a253d40840b6baa7fc903d697,17000186,19824366,6053256309,20167,631,52.77%,3.79%,0.06%,20,22,21,21
0xcdbf9d438670d19d1fb3954abc8a13666b302b28,17000046,18813564,6047136445,14179,444,32.16%,3.96%,0.03%,9,9,9,9
0x777777c9898d384f785ee44acfe945efdff5f3e0,17000221,19824117,6032552490,2091,66,44.29%,4.26%,0.29%,9,8,7,6
0xd1917932a7db6af687b523d5db5d7f5c2734763f,17001317,19821275,6028793538,2546,80,45.29%,2.67%,0,0,0,0,0
0x6d7c44773c52d396f43c2d511b81aa168e9a7a42,17000032,19824386,6025695642,14509,454,28.13%,2.86%,0.03%,9,8,8,8
0xff000047abea9064c699c0727148776e4e17771c,19151356,19824379,6024180729,4653,146,54.16%,3.05%,0.09%,7,7,8,7
0x7c6776bac3ea54878a2ddc3fd1c26ef87c8f255f,19179689,19823984,6020987764,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x02950460e2b9529d0e00284a5fa2d7bdf3fa4d72,18614383,19824327,6020344519,23509,735,35.93%,1.54%,0.07%,24,23,24,22
0x37417b2238aa52d0dd2d6252d989e728e8f706e4,17432225,19824310,6011549441,24530,767,39.71%,1.53%,0.04%,18,19,18,22
0x0c48250eb1f29491f1efbeec0261eb556f0973c7,17829287,19823792,5994871773,14033,439,50.07%,4.31%,0.07%,18,18,17,16
0xb576491f1e6e5e62f1d8f26062ee822b40b0e0d4,17000012,19824412,5949264145,22652,708,38.46%,1.52%,0.06%,29,30,29,25
0xd9157453e2668b2fc45b7a803d3fef3642430cc0,17000018,19811803,5929402327,12341,386,35.52%,3.99%,0.08%,16,15,15,14
0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,17000307,19824342,5873931488,13263,415,34.54%,2.70%,0.05%,10,9,8,9
0x34ba042827996821cffeb06477d48a2ff9474483,17581117,19818163,5867827418,12537,392,50.25%,4.28%,0.09%,20,19,20,19
0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097,17000009,19824415,5844384849,8726,273,50.49%,2.45%,0.05%,7,7,6,5
0x153cddd727e407cb951f728f24beb9a5faaa8512,17000092,19824139,5832154615,9915,310,48.98%,3.52%,0.09%,14,14,15,16
0x3007083eaa95497cd6b2b809fb97b6a30bdf53d3,17289900,19822989,5802090305,9612,301,51.08%,4.64%,0.06%,10,10,11,9
0x1bc3a6147ca880f28d33b5c4ca6c6a210373d7c0,17000027,18991065,5800057058,45,2,46.67%,2.22%,0,0,0,0,0
0x403b1b747b1efb309070436c9ac99bf476f299ea,18581701,19824379,5792700298,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x1385fc1fe0418ea0b4fcf7adc61fc7535ab7f80d,19475819,19824415,5792382662,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xbd3531da5cf5857e7cfaa92426877b022e612cf8,17000010,19824282,5788108519,18878,590,50.05%,4.78%,0.05%,18,17,18,18
0x45804880de22913dafe09f4980848ece6ecbaf78,17000003,19824315,5781349846,1506,48,54.45%,3.45%,0.20%,6,5,5,4
0x2bf8b07e41572fb09d9f002b2500e3eedc5d7922,17000006,19824405,5757415065,1878,59,42.28%,3.41%,0.11%,5,4,4,4
0x05ca5c01629a8e5845f12ea3a03ff7331932233a,17000257,19824192,5755332592,45,2,46.67%,2.22%,0,0,0,0,0
0xe0e907e3743715294c2a5f52618d278cbc006ced,17791606,18589804,5730425477,11606,363,45.80%,2.71%,0.01%,3,3,4,4
0x0b2659734121feb636534213a159ac91691edbde,18061837,19824336,5712483202,8878,278,39.96%,3.83%,0.02%,5,4,5,5
0xa0ef786bf476fe0810408caba05e536ac800ff86,17000000,19824393,5671131966,3937,124,48.29%,3.05%,0.10%,6,5,5,5
0x9a1d00bed7cd04bcda516d721a596eb22aac6834,19170965,19824379,5654197979,10501,329,54.85%,2.65%,0.06%,11,12,12,11
